Conversation,Level 0_mean_p,Level 1_mean_p,Level 2_mean_p,Level 3_mean_p,Level 4_mean_p,Level 5_mean_p,Level 6_mean_p,Level 7_mean_p,Label A_mean_p,Label B_mean_p,Label C_mean_p,Label D_mean_p,Label E_mean_p,Label F_mean_p,Label G_mean_p,Label H_mean_p,Label I_mean_p,Level 0_mean_np,Level 1_mean_np,Level 2_mean_np,Level 3_mean_np,Level 4_mean_np,Level 5_mean_np,Level 6_mean_np,Level 7_mean_np,Label A_mean_np,Label B_mean_np,Label C_mean_np,Label D_mean_np,Label E_mean_np,Label F_mean_np,Label G_mean_np,Label H_mean_np,Label I_mean_np,Level 0_grad_p,Level 1_grad_p,Level 2_grad_p,Level 3_grad_p,Level 4_grad_p,Level 5_grad_p,Level 6_grad_p,Level 7_grad_p,Label A_grad_p,Label B_grad_p,Label C_grad_p,Label D_grad_p,Label E_grad_p,Label F_grad_p,Label G_grad_p,Label H_grad_p,Label I_grad_p,Level 0_grad_np,Level 1_grad_np,Level 2_grad_np,Level 3_grad_np,Level 4_grad_np,Level 5_grad_np,Level 6_grad_np,Level 7_grad_np,Label A_grad_np,Label B_grad_np,Label C_grad_np,Label D_grad_np,Label E_grad_np,Label F_grad_np,Label G_grad_np,Label H_grad_np,Label I_grad_np
Conversation_160,0.0,0.0,0.0,0.0,0.8888888888888888,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.0,0.0,0.0,0.5,0.4,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.04999999999999993,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049999999999999975,0.0,0.0,0.0,0.0,-0.018181818181818195,0.07272727272727272,0.0,0.0,0.0,0.006060606060606062,-0.05454545454545458,-0.01818181818181817,0.0,0.0,0.0,0.0,0.0
Conversation_161,0.0,0.0,0.0,0.0,0.8571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.14285714285714285,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.625,0.25,0.125,0.0,0.0,0.125,0.125,0.25,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.0,0.10714285714285714,0.10714285714285714,0.0,0.0,-0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.05952380952380943,0.023809523809523798,0.011904761904761899,0.0,0.0,-0.059523809523809576,-0.0833333333333333,0.11904761904761904,0.0,0.0,0.0,0.0,0.0
Conversation_162,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6363636363636364,0.36363636363636365,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.6054209807821413e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.027272727272727282,0.009090909090909101,0.0,0.0,0.0,-0.03636363636363635,-0.04545454545454544,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_163,0.0,0.0,0.0,0.0,0.7,0.2,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.7,0.1,0.0,0.0,0.0,0.1,0.1,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.030303030303030346,0.012121212121212135,0.0,0.0,0.0,0.0,0.030303030303030314,0.006060606060606062,-0.03030303030303028,0.0,0.0,-0.042424242424242434,0.018181818181818174,0.0,0.0,0.0,0.0,0.07878787878787881,0.018181818181818174,0.0,0.0,0.0,-0.04242424242424239,-0.05454545454545458,-0.006060606060606053,0.0,0.0,0.0,0.0,0.0
Conversation_164,0.0,0.0,0.0,0.0,0.21739130434782608,0.13043478260869565,0.0,0.0,0.0,0.13043478260869565,0.2608695652173913,0.0,0.0,0.0,0.0,0.043478260869565216,0.2608695652173913,0.05555555555555555,0.05555555555555555,0.0,0.0,0.3888888888888889,0.3888888888888889,0.1111111111111111,0.0,0.0,0.05555555555555555,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017786561264822143,0.017786561264822143,0.0,0.0,0.0,0.0059288537549407145,-0.027667984189723323,0.0,0.0,0.0,0.0,0.004940711462450596,0.015810276679841893,0.001031991744066048,0.001031991744066048,0.0,0.0,0.005159958720330244,0.027863777089783274,-0.016511867905056755,0.0,0.0,0.009287925696594429,-0.0175438596491228,0.030959752321981407,0.0,0.0,0.0,0.0,0.0
Conversation_165,0.0,0.0,0.0,0.0,0.6111111111111112,0.05555555555555555,0.0,0.0,0.0,0.05555555555555555,0.16666666666666666,0.0,0.1111111111111111,0.0,0.0,0.0,0.16666666666666666,0.0,0.0,0.0,0.0,0.5,0.25,0.0,0.0,0.0,0.3333333333333333,0.16666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.034055727554179537,0.011351909184726519,0.0,0.0,0.0,0.013415892672858615,0.017543859649122803,0.0,-0.0061919504643962835,0.0,0.0,0.0,0.0030959752321981417,0.0,0.0,0.0,0.0,0.03496503496503496,0.0034965034965034943,0.0,0.0,0.0,-9.159496619994459e-18,-0.06993006993006992,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_166,0.0,0.05263157894736842,0.05263157894736842,0.0,0.8421052631578947,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.45,0.5,0.05,0.0,0.0,0.05,0.05,0.0,0.05,0.0,0.0,0.0,0.0,0.0,0.007017543859649125,-0.0017543859649122799,0.0,-0.0017543859649123083,-0.003508771929824562,0.0,0.0,0.0,0.0,-0.003508771929824562,0.0,0.0,0.0,0.0,-0.015789473684210548,0.0,0.0,0.0,0.0,0.0,-0.009774436090225564,0.024060150375939848,-0.009774436090225562,0.0,0.0,0.008270676691729326,-0.014285714285714296,0.0,-0.002255639097744362,0.0,0.0,0.0,0.0
Conversation_167,0.0,0.0,0.0,0.1,0.5,0.1,0.0,0.0,0.0,0.0,0.1,0.3,0.2,0.0,0.0,0.3,0.1,0.0,0.0,0.0,0.0,0.7272727272727273,0.09090909090909091,0.0,0.0,0.0,0.2727272727272727,0.09090909090909091,0.18181818181818182,0.18181818181818182,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04242424242424241,-0.06666666666666667,0.018181818181818174,0.0,0.0,0.0,0.0,0.054545454545454536,0.06666666666666665,0.04848484848484848,0.0,0.0,0.006060606060606084,0.030303030303030314,0.0,0.0,0.0,0.0,0.027272727272727306,0.02727272727272727,0.0,0.0,0.0,0.027272727272727264,-0.04545454545454544,-0.009090909090909078,0.03636363636363637,0.0,0.0,0.0,0.0
Conversation_168,0.0,0.1,0.1,0.0,0.2,0.3,0.0,0.0,0.0,0.0,0.2,0.0,0.1,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6363636363636364,0.45454545454545453,0.0,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,-0.04242424242424239,0.054545454545454536,0.0,-0.012121212121212158,-0.018181818181818164,0.0,0.0,0.0,0.0,-0.012121212121212106,0.0,-0.01818181818181817,0.0,0.0,0.0,0.030303030303030314,0.0,0.0,0.0,0.0,-0.01818181818181815,0.07272727272727272,0.0,0.0,0.0,0.0,-0.04545454545454544,0.03636363636363635,0.0,0.0,0.0,0.0,0.0
Conversation_169,0.0,0.0,0.0,0.0,0.7777777777777778,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.2222222222222222,0.0,0.0,0.0,0.1111111111111111,0.1111111111111111,0.0,0.0,0.0,0.0,0.6,0.3,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.08333333333333336,0.0,0.0,0.0,0.0,-0.016666666666666646,0.0,-0.04999999999999993,0.0,0.0,0.0,-0.016666666666666646,-0.0666666666666667,0.0,0.0,0.0,0.0,0.1212121212121212,-0.06666666666666665,0.0,0.0,0.0,0.0,-0.05454545454545458,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_170,0.0,0.16666666666666666,0.0,0.0,0.25,0.3333333333333333,0.0,0.0,0.0,0.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6153846153846154,0.3076923076923077,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.006993006993006998,0.0,0.0,-0.04545454545454543,0.02797202797202797,0.0,0.0,0.0,0.0,0.05594405594405594,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.049450549450549455,-0.016483516483516474,0.0,0.0,0.0,0.0,-0.032967032967032975,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_171,0.0,0.0625,0.0,0.0,0.6875,0.0,0.0,0.0,0.0625,0.0,0.0,0.0625,0.0625,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.7058823529411765,0.29411764705882354,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,-0.010294117647058823,0.0,0.0,-0.013235294117647052,0.0,0.0,0.0,-0.007352941176470587,0.0,0.0,0.013235294117647057,-0.004411764705882353,0.0,0.0,0.011764705882352946,0.01176470588235294,0.0,0.0,0.0,0.0,0.04166666666666667,-0.004901960784313714,0.012254901960784312,0.0,0.0,0.01960784313725489,-0.019607843137254898,-0.014705882352941171,0.0,0.0,0.0,0.0,0.0
Conversation_172,0.06666666666666667,0.13333333333333333,0.0,0.0,0.6,0.0,0.0,0.0,0.13333333333333333,0.0,0.26666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.1875,0.0,0.0,0.0,0.0625,0.0625,0.25,0.0,0.0,0.0,0.0,0.0,0.003571428571428574,-0.010714285714285711,0.0,0.0,0.06785714285714285,0.0,0.0,0.0,0.025,0.0,-0.07857142857142851,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.032352941176470564,-0.01029411764705882,0.0,0.0,0.0,-0.019117647058823517,-0.022058823529411756,0.01764705882352942,0.0,0.0,0.0,0.0,0.0
Conversation_173,0.0,0.0,0.0,0.03571428571428571,0.25,0.0,0.0,0.0,0.07142857142857142,0.03571428571428571,0.5,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.7142857142857143,0.21428571428571427,0.0,0.0,0.0,0.03571428571428571,0.03571428571428571,0.03571428571428571,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.0013683634373289546,-0.004105090311986852,0.0,0.0,0.0,0.013683634373289537,0.0013683634373289543,-0.02846195949644224,0.0019157088122605376,0.0051997810618500265,0.0,0.0,0.0,0.01587301587301587,0.0,0.0,0.0,0.0,-0.01258894362342637,0.016420361247947452,0.0,0.0,0.0,0.003557744937055281,-0.007389162561576347,-0.005199781061850026,0.0,0.0,0.0,0.0,0.0
Conversation_174,0.0,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.14285714285714285,0.0,0.14285714285714285,0.2857142857142857,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.75,0.0,0.0,0.0,0.0,0.25,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.07142857142857151,-0.0357142857142857,0.0,0.0,0.0,0.07142857142857144,0.0,0.10714285714285714,1.057866521380415e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,-0.023809523809523846,-0.0833333333333333,-0.059523809523809576,0.0,0.0,0.0,0.0,0.0
Conversation_175,0.0,0.09090909090909091,0.09090909090909091,0.0,0.36363636363636365,0.0,0.09090909090909091,0.0,0.09090909090909091,0.0,0.2727272727272727,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.25,0.0,0.0,0.0,0.0,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.009090909090909087,0.03636363636363635,0.0,2.3566734363055632e-17,0.0,0.018181818181818177,0.0,0.02727272727272727,0.0,-0.04545454545454545,-0.04545454545454544,0.0,0.0,0.0,-0.04545454545454544,0.0,0.0,0.0,0.0,0.0,0.00699300699300698,0.03146853146853146,0.0,0.0,0.0,0.0,-0.03846153846153843,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_176,0.0,0.0,0.0,0.0,0.6428571428571429,0.14285714285714285,0.07142857142857142,0.0,0.0,0.0,0.21428571428571427,0.0,0.07142857142857142,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.7333333333333333,0.2,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010989010989010973,-0.026373626373626377,0.006593406593406591,0.0,0.0,0.0,-0.01978021978021979,0.0,0.02417582417582418,0.0,0.0,-0.015384615384615382,0.028571428571428577,0.0,0.0,0.0,0.0,0.05714285714285714,-0.03214285714285712,0.0,0.0,0.0,0.04285714285714285,-0.025,1.0425166893609907e-18,0.0,0.0,0.0,0.0,0.0
Conversation_177,0.0,0.0,0.0,0.0,0.25,0.0625,0.0,0.0,0.0,0.0,0.375,0.0625,0.0,0.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.6153846153846154,0.07692307692307693,0.0,0.0,0.0,0.23076923076923078,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.07692307692307693,0.0,0.0,0.0,0.0,-0.055882352941176466,0.001470588235294116,0.0,0.0,0.0,0.0,-0.002941176470588225,0.004411764705882352,0.0,0.0,0.0,0.0,0.05294117647058824,0.0,0.0,0.0,0.0,0.010989010989011023,0.032967032967032954,0.0,0.0,0.0,0.03846153846153848,-0.032967032967032975,0.032967032967032954,0.0,0.0,0.0,0.0,-0.02747252747252746
Conversation_178,0.0,0.14285714285714285,0.0,0.0,0.8571428571428571,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.625,0.25,0.0,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,-0.10714285714285714,0.0,0.0,0.10714285714285714,-0.0357142857142857,0.0,0.0,0.0,0.0,0.0,0.0,1.1108482417372559e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.059523809523809486,0.023809523809523798,0.0,0.0,0.0,0.0,-0.0833333333333333,0.035714285714285705,0.0,0.0,0.0,0.0,0.0
Conversation_179,0.0,0.0,0.0,0.0,0.3333333333333333,0.3333333333333333,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.3333333333333333,0.0,0.3333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.5000000000000001,0.0,0.0,0.0,-0.5,0.0,2.1133401854611596e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5000000000000001,0.0,0.0,0.0,0.0,0.0,-0.5,0.0,2.1133401854611596e-17,0.0,0.0,0.0,0.0
Conversation_180,0.0,0.0,0.0,0.0,0.5555555555555556,0.0,0.0,0.0,0.0,0.05555555555555555,0.16666666666666666,0.0,0.05555555555555555,0.0,0.0,0.05555555555555555,0.2222222222222222,0.0,0.0,0.0,0.0,0.631578947368421,0.2631578947368421,0.0,0.0,0.0,0.10526315789473684,0.05263157894736842,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,8.909595347228098e-18,0.0,0.0,0.0,0.0,0.007223942208462332,0.007223942208462331,0.0,0.005159958720330235,0.0,0.0,-0.0175438596491228,0.012383900928792574,0.0,0.0,0.0,0.0,0.01754385964912282,0.012280701754385965,0.0,0.0,0.0,-0.001754385964912286,-0.015789473684210548,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_181,0.0,0.041666666666666664,0.0,0.08333333333333333,0.2916666666666667,0.0,0.0,0.0,0.0,0.0,0.625,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.76,0.2,0.04,0.0,0.0,0.16,0.04,0.08,0.0,0.0,0.0,0.0,0.0,0.0,0.008260869565217394,0.0,0.010434782608695651,0.006521739130434769,0.0,0.0,0.0,0.0,0.0,-0.023913043478260905,0.009130434782608696,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.029230769230769227,-0.02,0.006153846153846153,0.0,0.0,0.019230769230769232,-0.009230769230769228,0.006153846153846154,0.0,0.0,0.0,0.0,0.0
Conversation_182,0.0,0.07692307692307693,0.0,0.0,0.46153846153846156,0.0,0.0,0.0,0.0,0.0,0.38461538461538464,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.7142857142857143,0.14285714285714285,0.0,0.0,0.0,0.07142857142857142,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.1510433965030012e-18,0.0,0.0,0.07692307692307694,0.0,0.0,0.0,0.0,0.0,-0.04395604395604392,0.0,0.0,0.0,0.0,0.016483516483516487,-0.032967032967032975,0.0,0.0,0.0,0.0,0.05714285714285715,-0.00439560439560439,0.0,0.0,0.0,-0.024175824175824177,-0.028571428571428584,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_183,0.0625,0.0,0.0625,0.0625,0.3125,0.1875,0.0625,0.0,0.0,0.0,0.3125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.11764705882352941,0.0,0.4117647058823529,0.29411764705882354,0.058823529411764705,0.0,0.0,0.058823529411764705,0.058823529411764705,0.11764705882352941,0.0,0.0,0.058823529411764705,0.0,0.0,0.010294117647058825,0.0,-0.004411764705882353,0.001470588235294116,-0.03676470588235292,0.022058823529411777,0.016176470588235292,0.0,0.0,0.0,0.010294117647058823,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.007352941176470591,0.0,0.03186274509803922,-0.002450980392156864,-0.014705882352941171,0.0,0.0,0.009803921568627447,-0.019607843137254898,-0.017156862745098027,0.0,0.0,-0.009803921568627447,0.0,0.0
Conversation_184,0.0,0.21428571428571427,0.0,0.21428571428571427,0.5,0.07142857142857142,0.0,0.0,0.0,0.0,0.07142857142857142,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.2,0.0,0.0,0.0,0.0,0.13333333333333333,0.06666666666666667,0.06666666666666667,0.0,0.0,0.0,0.0,0.0,0.03736263736263737,0.0,0.015384615384615387,-0.006593406593406613,0.0021978021978021974,0.0,0.0,0.0,0.0,-0.024175824175824177,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.010714285714285728,0.03571428571428571,0.0,0.0,0.0,0.0,-0.039285714285714285,0.024999999999999998,-0.003571428571428571,0.0,0.0,0.0,0.0
Conversation_185,0.0,0.17647058823529413,0.0,0.0,0.6470588235294118,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.05555555555555555,0.0,0.6666666666666666,0.2222222222222222,0.0,0.0,0.0,0.05555555555555555,0.05555555555555555,0.0,0.0,0.0,0.0,0.05555555555555555,0.0,0.0,0.014705882352941171,0.0,0.0,1.0901262073247971e-17,0.0,0.0,0.0,0.0,0.0,-0.014705882352941171,0.0,0.0,0.0,0.01960784313725489,-0.019607843137254898,0.0,0.0,0.0,0.009287925696594429,0.0,0.014447884416924664,-0.006191950464396289,0.0,0.0,0.0,0.013415892672858615,-0.0175438596491228,0.0,0.0,0.0,0.0,-0.015479876160990716,0.0
Conversation_186,0.0,0.043478260869565216,0.0,0.0,0.6956521739130435,0.043478260869565216,0.0,0.0,0.0,0.0,0.043478260869565216,0.043478260869565216,0.043478260869565216,0.0,0.0,0.0,0.13043478260869565,0.0,0.041666666666666664,0.0,0.0,0.7916666666666666,0.16666666666666666,0.0,0.0,0.0,0.041666666666666664,0.041666666666666664,0.041666666666666664,0.0,0.0,0.0,0.0,0.0,0.0,-0.000988142292490118,0.0,0.0,0.012845849802371552,-0.002964426877470356,0.0,0.0,0.0,0.0,0.003952569169960475,0.004940711462450596,0.010869565217391304,0.0,0.0,0.0,-0.017786561264822136,0.0,0.01,0.0,0.0,0.003913043478260862,-0.0069565217391304385,0.0,0.0,0.0,-0.00913043478260869,-0.010000000000000014,0.003913043478260872,0.0,0.0,0.0,0.0,0.0
Conversation_187,0.0,0.0,0.0,0.0,0.5714285714285714,0.0,0.0,0.0,0.0,0.0,0.7142857142857143,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.5,0.375,0.125,0.0,0.0,0.0,0.125,0.125,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.14285714285714285,0.0,0.0,0.0,0.0,0.0,0.07142857142857145,0.0,0.0,0.0,0.0,-0.10714285714285714,0.0,0.0,0.0,0.0,0.0,0.19047619047619047,-0.1071428571428572,0.035714285714285705,0.0,0.0,0.0,-0.0833333333333333,-0.011904761904761904,0.0,0.0,0.0,0.0,0.0
Conversation_188,0.0,0.0,0.0,0.0,0.8,0.0,0.0,0.0,0.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.0,0.0,0.0,0.6363636363636364,0.2727272727272727,0.0,0.0,0.0,0.09090909090909091,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.04848484848484847,0.0,0.0,0.0,0.0,-0.036363636363636334,0.0,0.0,0.0,0.0,0.0,0.0,-0.01818181818181817,0.0,0.0,0.0,0.0,-0.009090909090909094,0.05454545454545454,0.0,0.0,0.0,-0.009090909090909087,-0.04545454545454544,0.0,0.0,0.0,0.0,0.0,0.0
Conversation_189,0.0,0.05,0.0,0.0,0.85,0.0,0.0,0.0,0.0,0.0,0.05,0.05,0.0,0.0,0.0,0.0,0.05,0.0,0.047619047619047616,0.0,0.0,0.7619047619047619,0.14285714285714285,0.0,0.0,0.0,0.09523809523809523,0.09523809523809523,0.047619047619047616,0.0,0.0,0.0,0.0,0.0,0.0,-0.009774436090225562,0.0,0.0,0.014285714285714289,0.0,0.0,0.0,0.0,0.0,-0.008270676691729328,0.006766917293233082,0.0,0.0,0.0,0.0,0.003759398496240603,0.0,-0.0077922077922077905,0.0,0.0,0.028571428571428584,0.014285714285714282,0.0,0.0,0.0,-0.011688311688311682,-0.020779220779220783,0.006493506493506492,0.0,0.0,0.0,0.0,0.0
Conversation_190,0.0,0.0,0.0,0.0,0.875,0.125,0.0,0.0,0.0,0.0625,0.0,0.0625,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.058823529411764705,0.0,0.47058823529411764,0.47058823529411764,0.11764705882352941,0.0,0.0,0.0,0.058823529411764705,0.058823529411764705,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.008823529411764694,0.008823529411764707,0.0,0.0,0.0,-0.019117647058823517,0.0,-0.016176470588235296,-0.004411764705882353,0.0,0.0,0.0,0.0,0.0,0.0,0.004901960784313726,0.0,-0.004901960784313705,0.026960784313725485,0.017156862745098034,0.0,0.0,0.0,-0.019607843137254898,0.002450980392156864,0.0,0.0,0.0,0.0,0.0
Conversation_191,0.0,0.0,0.08333333333333333,0.0,0.9166666666666666,0.0,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.08333333333333333,0.0,0.07692307692307693,0.07692307692307693,0.0,0.0,0.8461538461538461,0.0,0.0,0.0,0.0,0.07692307692307693,0.07692307692307693,0.07692307692307693,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0034965034965034917,0.0,-0.003496503496503466,0.0,0.0,0.0,0.0,0.0,0.0034965034965034917,-0.024475524475524476,0.0,0.0,0.0,-0.010489510489510492,0.0,-0.02747252747252746,-0.02747252747252746,0.0,0.0,0.060439560439560454,0.0,0.0,0.0,0.0,-0.021978021978021976,-0.032967032967032975,-0.005494505494505488,0.0,0.0,0.0,0.0,0.0
Conversation_192,0.0,0.1111111111111111,0.0,0.0,0.4444444444444444,0.0,0.0,0.0,0.0,0.0,0.6666666666666666,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.0,0.6,0.1,0.0,0.0,0.0,0.2,0.1,0.2,0.0,0.0,0.0,0.0,0.0,0.0,-0.04999999999999994,0.0,0.0,-0.03333333333333326,0.0,0.0,0.0,0.0,0.0,-2.3406491278111688e-17,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054545454545454536,0.0,-0.012121212121212081,-0.03030303030303028,0.0,0.0,0.0,3.288439831644102e-17,-0.05454545454545458,-0.048484848484848464,0.0,0.0,0.0,0.0,0.0
Conversation_193,0.0,0.08333333333333333,0.0,0.0,0.5,0.4166666666666667,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.5,0.4166666666666667,0.0,0.0,0.0,0.0,0.08333333333333333,0.08333333333333333,0.0,0.0,0.0,0.0,0.0,0.0,-0.0034965034965034956,0.0,0.0,-0.03496503496503496,0.03846153846153844,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-1.4462038520212788e-17,0.03846153846153846,0.0,0.0,0.0,0.0,-0.03846153846153843,-0.017482517482517487,0.0,0.0,0.0,0.0,0.0
Conversation_194,0.0,0.125,0.0,0.125,0.25,0.125,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1111111111111111,0.0,0.4444444444444444,0.3333333333333333,0.0,0.0,0.0,0.0,0.1111111111111111,0.2222222222222222,0.0,0.0,0.0,0.0,0.0,0.0,0.011904761904761899,0.0,-0.0833333333333333,0.023809523809523798,0.05952380952380953,0.0,0.0,0.0,0.0,-0.011904761904761939,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.445846464835485e-17,0.0,0.05,0.016666666666666705,0.0,0.0,0.0,0.0,-0.0666666666666667,0.03333333333333335,0.0,0.0,0.0,0.0,0.0
Conversation_195,0.0,0.0,0.1,0.0,0.5,0.0,0.2,0.0,0.0,0.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.09090909090909091,0.0,0.5454545454545454,0.18181818181818182,0.09090909090909091,0.0,0.0,0.0,0.09090909090909091,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.054545454545454536,0.0,-0.10303030303030301,0.0,0.024242424242424242,0.0,0.0,0.0,0.030303030303030328,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.02727272727272727,0.0,0.009090909090909092,0.009090909090909085,5.891683590763908e-18,0.0,0.0,0.0,-0.04545454545454544,0.0,0.0,0.0,0.0,0.0,0.0
